SampleID,TM_BAM
K4AC10_spike_in__005_from_ZNB22SR1_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__005_from_ZNB22SR1_label_Breast_replicate_2.sorted.bam
K4AC10_spike_in__01_from_pool_Breast_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__01_from_pool_Breast_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__005_from_ZNB22SR1_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__005_from_ZNB22SR1_label_Breast_replicate_1.sorted.bam
K4AC10_spike_in__001_from_ZNB22SR1_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__001_from_ZNB22SR1_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__0001_from_ZNB32S_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0001_from_ZNB32S_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__005_from_ZNB22SR1_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__005_from_ZNB22SR1_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__001_from_ZNB32S_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__001_from_ZNB32S_label_Breast_replicate_2.sorted.bam
K4AC10_spike_in__001_from_ZNB22SR1_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__001_from_ZNB22SR1_label_Breast_replicate_1.sorted.bam
K4AC10_spike_in__0001_from_ZNB32S_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0001_from_ZNB32S_label_Breast_replicate_1.sorted.bam
K4AC10_spike_in__01_from_pool_Breast_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__01_from_pool_Breast_label_Breast_replicate_2.sorted.bam
K4AC10_spike_in__0001_from_ZNB05S_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0001_from_ZNB05S_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__01_from_ZNB03SR2_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__01_from_ZNB03SR2_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__0001_from_ZNB05S_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0001_from_ZNB05S_label_Breast_replicate_1.sorted.bam
K4AC10_spike_in__01_from_ZNB03SR2_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__01_from_ZNB03SR2_label_Breast_replicate_1.sorted.bam
K4AC10_spike_in__001_from_ZNB05S_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__001_from_ZNB05S_label_Breast_replicate_2.sorted.bam
K4AC10_spike_in__0001_from_ZNB05S_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0001_from_ZNB05S_label_Breast_replicate_2.sorted.bam
K4AC10_spike_in__001_from_ZNB05S_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__001_from_ZNB05S_label_Breast_replicate_1.sorted.bam
K4AC10_spike_in__01_from_ZNB03SR2_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__01_from_ZNB03SR2_label_Breast_replicate_2.sorted.bam
K4AC10_spike_in__001_from_ZNB05S_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__001_from_ZNB05S_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_1.sorted.bam
K4AC10_spike_in__0005_from_ZNB05S_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0005_from_ZNB05S_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_1.sorted.bam
K4AC10_spike_in__0005_from_ZNB05S_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0005_from_ZNB05S_label_Breast_replicate_1.sorted.bam
K4AC10_spike_in__005_from_ZNB05S_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__005_from_ZNB05S_label_Breast_replicate_2.sorted.bam
K4AC10_spike_in__0005_from_ZNB05S_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0005_from_ZNB05S_label_Breast_replicate_2.sorted.bam
K4AC10_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_2.sorted.bam
K4AC10_spike_in__005_from_ZNB05S_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__005_from_ZNB05S_label_Breast_replicate_1.sorted.bam
K4AC10_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_2.sorted.bam
K4AC10_spike_in__005_from_ZNB05S_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__005_from_ZNB05S_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__005_from_ZNB03SR2_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__005_from_ZNB03SR2_label_Breast_replicate_1.sorted.bam
K4AC10_spike_in__001_from_ZNB03SR2_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__001_from_ZNB03SR2_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__005_from_ZNB03SR2_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__005_from_ZNB03SR2_label_Breast_replicate_0.sorted.bam
K4AC10_spike_in__001_from_ZNB03SR2_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__001_from_ZNB03SR2_label_Breast_replicate_1.sorted.bam
K4AC10_spike_in__001_from_ZNB03SR2_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__001_from_ZNB03SR2_label_Breast_replicate_2.sorted.bam
K4AC10_spike_in__005_from_ZNB03SR2_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K4AC10_spike_in__005_from_ZNB03SR2_label_Breast_replicate_2.sorted.bam
LBGS087_spike_in__005_from_ZNB32S_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_ZNB32S_label_Breast_replicate_1.sorted.bam
LBGS087_spike_in__01_from_pool_Lung_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__01_from_pool_Lung_label_Lung_replicate_0.sorted.bam
LBGS087_spike_in__01_from_pool_Breast_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__01_from_pool_Breast_label_Breast_replicate_1.sorted.bam
LBGS087_spike_in__005_from_ZNB32S_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_ZNB32S_label_Breast_replicate_0.sorted.bam
LBGS087_spike_in__01_from_pool_Lung_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__01_from_pool_Lung_label_Lung_replicate_1.sorted.bam
LBGS087_spike_in__01_from_pool_Breast_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__01_from_pool_Breast_label_Breast_replicate_0.sorted.bam
LBGS087_spike_in__01_from_pool_Lung_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__01_from_pool_Lung_label_Lung_replicate_2.sorted.bam
LBGS087_spike_in__005_from_ZNB32S_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_ZNB32S_label_Breast_replicate_2.sorted.bam
LBGS087_spike_in__01_from_pool_Breast_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__01_from_pool_Breast_label_Breast_replicate_2.sorted.bam
LBGS087_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_2.sorted.bam
LBGS087_spike_in__0005_from_ZNB05S_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_ZNB05S_label_Breast_replicate_0.sorted.bam
LBGS087_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_2.sorted.bam
LBGS087_spike_in__0005_from_ZNB05S_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_ZNB05S_label_Breast_replicate_1.sorted.bam
LBGS087_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_1.sorted.bam
LBGS087_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_0.sorted.bam
LBGS087_spike_in__0005_from_ZNB05S_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_ZNB05S_label_Breast_replicate_2.sorted.bam
LBGS087_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_0.sorted.bam
LBGS087_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_1.sorted.bam
LBGS087_spike_in__0001_from_ZNL08S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNL08S_label_Lung_replicate_0.sorted.bam
LBGS087_spike_in__005_from_pool_Lung_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_pool_Lung_label_Lung_replicate_1.sorted.bam
LBGS087_spike_in__0005_from_ZNL08S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_ZNL08S_label_Lung_replicate_2.sorted.bam
LBGS087_spike_in__001_from_ZNL07S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__001_from_ZNL07S_label_Lung_replicate_0.sorted.bam
LBGS087_spike_in__0005_from_ZNL15S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_ZNL15S_label_Lung_replicate_0.sorted.bam
LBGS087_spike_in__0001_from_ZNL15S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNL15S_label_Lung_replicate_2.sorted.bam
LBGS087_spike_in__005_from_ZNL07S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_ZNL07S_label_Lung_replicate_2.sorted.bam
LBGS087_spike_in__001_from_ZNB03SR2_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__001_from_ZNB03SR2_label_Breast_replicate_0.sorted.bam
LBGS087_spike_in__01_from_ZNL07S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__01_from_ZNL07S_label_Lung_replicate_0.sorted.bam
LBGS087_spike_in__0005_from_pool_Lung_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_pool_Lung_label_Lung_replicate_1.sorted.bam
LBGS087_spike_in__005_from_ZNB03SR2_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_ZNB03SR2_label_Breast_replicate_1.sorted.bam
LBGS087_spike_in__0001_from_ZNB05S_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNB05S_label_Breast_replicate_0.sorted.bam
LBGS087_spike_in__005_from_pool_Lung_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_pool_Lung_label_Lung_replicate_0.sorted.bam
LBGS087_spike_in__0001_from_ZNL08S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNL08S_label_Lung_replicate_1.sorted.bam
LBGS087_spike_in__0005_from_ZNL15S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_ZNL15S_label_Lung_replicate_1.sorted.bam
LBGS087_spike_in__001_from_ZNL07S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__001_from_ZNL07S_label_Lung_replicate_1.sorted.bam
LBGS087_spike_in__01_from_ZNL07S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__01_from_ZNL07S_label_Lung_replicate_1.sorted.bam
LBGS087_spike_in__0005_from_pool_Lung_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_pool_Lung_label_Lung_replicate_0.sorted.bam
LBGS087_spike_in__001_from_ZNB03SR2_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__001_from_ZNB03SR2_label_Breast_replicate_1.sorted.bam
LBGS087_spike_in__0001_from_ZNB05S_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNB05S_label_Breast_replicate_1.sorted.bam
LBGS087_spike_in__005_from_ZNB03SR2_label_Breast_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_ZNB03SR2_label_Breast_replicate_0.sorted.bam
LBGS087_spike_in__0001_from_ZNL15S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNL15S_label_Lung_replicate_0.sorted.bam
LBGS087_spike_in__005_from_ZNL07S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_ZNL07S_label_Lung_replicate_0.sorted.bam
LBGS087_spike_in__001_from_ZNL07S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__001_from_ZNL07S_label_Lung_replicate_2.sorted.bam
LBGS087_spike_in__0005_from_ZNL15S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_ZNL15S_label_Lung_replicate_2.sorted.bam
LBGS087_spike_in__0005_from_ZNL08S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_ZNL08S_label_Lung_replicate_0.sorted.bam
LBGS087_spike_in__0001_from_ZNL08S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNL08S_label_Lung_replicate_2.sorted.bam
LBGS087_spike_in__0001_from_ZNB05S_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNB05S_label_Breast_replicate_2.sorted.bam
LBGS087_spike_in__01_from_ZNL07S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__01_from_ZNL07S_label_Lung_replicate_2.sorted.bam
LBGS087_spike_in__001_from_ZNB03SR2_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__001_from_ZNB03SR2_label_Breast_replicate_2.sorted.bam
LBGS087_spike_in__005_from_ZNL07S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_ZNL07S_label_Lung_replicate_1.sorted.bam
LBGS087_spike_in__0001_from_ZNL15S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNL15S_label_Lung_replicate_1.sorted.bam
LBGS087_spike_in__0005_from_ZNL08S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_ZNL08S_label_Lung_replicate_1.sorted.bam
LBGS087_spike_in__005_from_pool_Lung_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_pool_Lung_label_Lung_replicate_2.sorted.bam
LBGS087_spike_in__005_from_ZNB03SR2_label_Breast_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_ZNB03SR2_label_Breast_replicate_2.sorted.bam
LBGS087_spike_in__0005_from_pool_Lung_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0005_from_pool_Lung_label_Lung_replicate_2.sorted.bam
LBGS087_spike_in__01_from_ZNL08S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__01_from_ZNL08S_label_Lung_replicate_1.sorted.bam
LBGS087_spike_in__001_from_ZNB32S_label_Breast_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__001_from_ZNB32S_label_Breast_replicate_1.sorted.bam
LBGS087_spike_in__005_from_ZNL15S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__005_from_ZNL15S_label_Lung_replicate_1.sorted.bam
LBGS087_spike_in__0001_from_ZNL07S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/LBGS087_spike_in__0001_from_ZNL07S_label_Lung_replicate_1.sorted.bam
