,SampleID,Spike_in_label,Spike_in_ratio,ichorCNA
3349,K2070_spike_in__05_from_pool_Liver_label_Liver_replicate_1,Liver,50.0,0.1355
3350,K2070_spike_in__01_from_ZMH053S_label_Liver_replicate_0,Liver,10.0,0.02869
3351,K2070_spike_in__0005_from_pool_Liver_label_Liver_replicate_0,Liver,0.5,0.01921
3352,K2070_spike_in__001_from_ZMH050S_label_Liver_replicate_0,Liver,1.0,0.01884
3353,K2070_spike_in__0005_from_ZMH056S_label_Liver_replicate_1,Liver,0.5,0.01866
3354,K2070_spike_in__05_from_pool_Liver_label_Liver_replicate_2,Liver,50.0,0.134
3355,K2070_spike_in__0005_from_pool_Liver_label_Liver_replicate_1,Liver,0.5,0.01898
3356,K2070_spike_in__0005_from_ZMH051S_label_Liver_replicate_2,Liver,0.5,0.01805
3357,K2070_spike_in__0005_from_ZMH056S_label_Liver_replicate_0,Liver,0.5,0.01847
3358,K2070_spike_in__001_from_ZMH050S_label_Liver_replicate_1,Liver,1.0,0.01895
3359,K2070_spike_in__01_from_ZMH053S_label_Liver_replicate_2,Liver,10.0,0.02286
3360,K2070_spike_in__005_from_ZMH053S_label_Liver_replicate_0,Liver,5.0,0.02116
3361,K2070_spike_in__05_from_ZMH050S_label_Liver_replicate_2,Liver,50.0,0.1041
3362,K2070_spike_in__005_from_pool_Liver_label_Liver_replicate_2,Liver,5.0,0.03212
3363,K2070_spike_in__0001_from_ZMH048S_label_Liver_replicate_2,Liver,0.1,0.01911
3364,K2070_spike_in__005_from_ZMH053S_label_Liver_replicate_1,Liver,5.0,0.02159
3365,K2070_spike_in__05_from_ZMH050S_label_Liver_replicate_1,Liver,50.0,0.1016
3366,K2070_spike_in__005_from_pool_Liver_label_Liver_replicate_1,Liver,5.0,0.03278
3367,K2070_spike_in__005_from_ZMH053S_label_Liver_replicate_2,Liver,5.0,0.0223
3368,K2070_spike_in__0001_from_ZMH048S_label_Liver_replicate_1,Liver,0.1,0.0192
3369,K2070_spike_in__005_from_pool_Liver_label_Liver_replicate_0,Liver,5.0,0.02741
3370,K2070_spike_in__05_from_ZMH050S_label_Liver_replicate_0,Liver,50.0,0.104
3371,K2070_spike_in__0001_from_ZMH048S_label_Liver_replicate_0,Liver,0.1,0.01922
3372,K2070_spike_in__05_from_ZMH048S_label_Liver_replicate_2,Liver,50.0,0.3284
3373,K2070_spike_in__0001_from_ZMH050S_label_Liver_replicate_2,Liver,0.1,0.01929
3374,K2070_spike_in__005_from_ZMH051S_label_Liver_replicate_1,Liver,5.0,0.04373
3375,K2070_spike_in__005_from_ZMH056S_label_Liver_replicate_2,Liver,5.0,0.03493
3376,K2070_spike_in__005_from_ZMH051S_label_Liver_replicate_0,Liver,5.0,0.04223
3377,K2070_spike_in__05_from_ZMH048S_label_Liver_replicate_0,Liver,50.0,0.329
3378,K2070_spike_in__0001_from_ZMH050S_label_Liver_replicate_0,Liver,0.1,0.01923
3379,K2070_spike_in__005_from_ZMH056S_label_Liver_replicate_1,Liver,5.0,0.0349
3380,K2070_spike_in__05_from_ZMH048S_label_Liver_replicate_1,Liver,50.0,0.329
3381,K2070_spike_in__005_from_ZMH051S_label_Liver_replicate_2,Liver,5.0,0.04201
3382,K2070_spike_in__005_from_ZMH056S_label_Liver_replicate_0,Liver,5.0,0.03702
3383,K2070_spike_in__0001_from_ZMH050S_label_Liver_replicate_1,Liver,0.1,0.01903
3384,K2070_spike_in__0005_from_ZMH053S_label_Liver_replicate_0,Liver,0.5,0.01926
3385,K2070_spike_in__01_from_ZMH051S_label_Liver_replicate_0,Liver,10.0,0.06233
3386,K2070_spike_in__01_from_ZMH056S_label_Liver_replicate_2,Liver,10.0,0.07011
3387,K2070_spike_in__0005_from_ZMH053S_label_Liver_replicate_1,Liver,0.5,0.01915
3388,K2070_spike_in__001_from_ZMH048S_label_Liver_replicate_2,Liver,1.0,0.02692
3389,K2070_spike_in__01_from_ZMH051S_label_Liver_replicate_1,Liver,10.0,0.05959
3390,K2070_spike_in__001_from_ZMH048S_label_Liver_replicate_1,Liver,1.0,0.02695
3391,K2070_spike_in__0005_from_ZMH053S_label_Liver_replicate_2,Liver,0.5,0.01894
3392,K2070_spike_in__01_from_ZMH056S_label_Liver_replicate_0,Liver,10.0,0.06613
3393,K2070_spike_in__01_from_ZMH051S_label_Liver_replicate_2,Liver,10.0,0.0706
3394,K2070_spike_in__001_from_ZMH048S_label_Liver_replicate_0,Liver,1.0,0.0264
3395,K2070_spike_in__01_from_ZMH056S_label_Liver_replicate_1,Liver,10.0,0.06456
3396,K2070_spike_in__0001_from_ZMH053S_label_Liver_replicate_0,Liver,0.1,0.01923
3397,K2070_spike_in__08_from_pool_Liver_label_Liver_replicate_1,Liver,80.0,0.2036
3398,K2070_spike_in__05_from_ZMH056S_label_Liver_replicate_2,Liver,50.0,0.3062
3399,K2070_spike_in__0001_from_ZMH053S_label_Liver_replicate_1,Liver,0.1,0.01937
3400,K2070_spike_in__005_from_ZMH048S_label_Liver_replicate_2,Liver,5.0,0.05262
3401,K2070_spike_in__08_from_pool_Liver_label_Liver_replicate_0,Liver,80.0,0.2031
3402,K2070_spike_in__005_from_ZMH048S_label_Liver_replicate_1,Liver,5.0,0.05346
3403,K2070_spike_in__0001_from_ZMH053S_label_Liver_replicate_2,Liver,0.1,0.01916
3404,K2070_spike_in__05_from_ZMH056S_label_Liver_replicate_0,Liver,50.0,0.3106
3405,K2070_spike_in__005_from_ZMH048S_label_Liver_replicate_0,Liver,5.0,0.05493
3406,K2070_spike_in__05_from_ZMH056S_label_Liver_replicate_1,Liver,50.0,0.3022
3407,K2070_spike_in__08_from_pool_Liver_label_Liver_replicate_2,Liver,80.0,0.1976
3408,K2070_spike_in__01_from_ZMH048S_label_Liver_replicate_2,Liver,10.0,0.08153
3409,K2070_spike_in__0005_from_ZMH050S_label_Liver_replicate_2,Liver,0.5,0.01908
3410,K2070_spike_in__001_from_ZMH051S_label_Liver_replicate_1,Liver,1.0,0.0212
3411,K2070_spike_in__001_from_ZMH056S_label_Liver_replicate_2,Liver,1.0,0.02029
3412,K2070_spike_in__001_from_ZMH051S_label_Liver_replicate_0,Liver,1.0,0.02113
3413,K2070_spike_in__01_from_ZMH048S_label_Liver_replicate_0,Liver,10.0,0.08307
3414,K2070_spike_in__001_from_ZMH056S_label_Liver_replicate_1,Liver,1.0,0.02047
3415,K2070_spike_in__0005_from_ZMH050S_label_Liver_replicate_0,Liver,0.5,0.01896
3416,K2070_spike_in__01_from_ZMH048S_label_Liver_replicate_1,Liver,10.0,0.08746
3417,K2070_spike_in__001_from_ZMH051S_label_Liver_replicate_2,Liver,1.0,0.02096
3418,K2070_spike_in__0005_from_ZMH050S_label_Liver_replicate_1,Liver,0.5,0.01886
3419,K2070_spike_in__001_from_ZMH056S_label_Liver_replicate_0,Liver,1.0,0.02099
3420,K0AI90_spike_in__01_from_ZNC19S_label_CRC_replicate_0,CRC,10.0,0.06225
3421,K0AI90_spike_in__001_from_ZNC05S_label_CRC_replicate_1,CRC,1.0,0.02567
3422,K0AI90_spike_in__01_from_ZNC19S_label_CRC_replicate_1,CRC,10.0,0.0561
3423,K0AI90_spike_in__001_from_ZNC05S_label_CRC_replicate_0,CRC,1.0,0.0257
3424,K0AI90_spike_in__0005_from_ZNC05S_label_CRC_replicate_2,CRC,0.5,0.02542
3425,K0AI90_spike_in__01_from_ZNC19S_label_CRC_replicate_2,CRC,10.0,0.05732
3426,K0AI90_spike_in__0005_from_ZNC05S_label_CRC_replicate_1,CRC,0.5,0.02539
3427,K0AI90_spike_in__0005_from_ZNC05S_label_CRC_replicate_0,CRC,0.5,0.02562
3428,K0AI90_spike_in__001_from_ZNC05S_label_CRC_replicate_2,CRC,1.0,0.0262
3429,K0AI90_spike_in__001_from_pool_CRC_label_CRC_replicate_2,CRC,1.0,0.02514
3430,K0AI90_spike_in__08_from_pool_CRC_label_CRC_replicate_2,CRC,80.0,0.09101
3431,K0AI90_spike_in__05_from_ZNC04S_label_CRC_replicate_2,CRC,50.0,0.08699
3432,K0AI90_spike_in__0005_from_ZNC01S_label_CRC_replicate_1,CRC,0.5,0.02564
3433,K0AI90_spike_in__01_from_ZNC03S_label_CRC_replicate_2,CRC,10.0,0.09999
3434,K0AI90_spike_in__001_from_ZNC01S_label_CRC_replicate_2,CRC,1.0,0.02518
3435,K0AI90_spike_in__01_from_pool_CRC_label_CRC_replicate_2,CRC,10.0,0.03347
3436,K0AI90_spike_in__0005_from_ZNC01S_label_CRC_replicate_0,CRC,0.5,0.02492
3437,K0AI90_spike_in__001_from_pool_CRC_label_CRC_replicate_0,CRC,1.0,0.02499
3438,K0AI90_spike_in__01_from_pool_CRC_label_CRC_replicate_1,CRC,10.0,0.03366
3439,K0AI90_spike_in__05_from_ZNC04S_label_CRC_replicate_0,CRC,50.0,0.08635
3440,K0AI90_spike_in__001_from_ZNC01S_label_CRC_replicate_1,CRC,1.0,0.02533
3441,K0AI90_spike_in__01_from_ZNC03S_label_CRC_replicate_1,CRC,10.0,0.08866
3442,K0AI90_spike_in__08_from_pool_CRC_label_CRC_replicate_0,CRC,80.0,0.09188
3443,K0AI90_spike_in__001_from_pool_CRC_label_CRC_replicate_1,CRC,1.0,0.02473
3444,K0AI90_spike_in__05_from_ZNC04S_label_CRC_replicate_1,CRC,50.0,0.09505
3445,K0AI90_spike_in__01_from_pool_CRC_label_CRC_replicate_0,CRC,10.0,0.03397
3446,K0AI90_spike_in__0005_from_ZNC01S_label_CRC_replicate_2,CRC,0.5,0.02529
3447,K0AI90_spike_in__08_from_pool_CRC_label_CRC_replicate_1,CRC,80.0,0.09322
3448,K0AI90_spike_in__01_from_ZNC03S_label_CRC_replicate_0,CRC,10.0,0.07207
3449,K0AI90_spike_in__001_from_ZNC01S_label_CRC_replicate_0,CRC,1.0,0.0253
3450,K0AI90_spike_in__005_from_ZNC19S_label_CRC_replicate_2,CRC,5.0,0.03228
3451,K0AI90_spike_in__0001_from_ZNC19S_label_CRC_replicate_0,CRC,0.1,0.02547
3452,K0AI90_spike_in__0001_from_ZNC19S_label_CRC_replicate_1,CRC,0.1,0.02526
3453,K0AI90_spike_in__0001_from_ZNC19S_label_CRC_replicate_2,CRC,0.1,0.0255
3454,K0AI90_spike_in__005_from_ZNC19S_label_CRC_replicate_0,CRC,5.0,0.04118
3455,K0AI90_spike_in__005_from_ZNC19S_label_CRC_replicate_1,CRC,5.0,0.02916
3456,K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_0,CRC,1.0,0.02192
3457,K0AI90_spike_in__005_from_ZNC03S_label_CRC_replicate_1,CRC,5.0,0.03408
3458,K0AI90_spike_in__0005_from_ZNC04S_label_CRC_replicate_2,CRC,0.5,0.02535
3459,K0AI90_spike_in__0001_from_pool_CRC_label_CRC_replicate_2,CRC,0.1,0.02559
3460,K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_1,CRC,1.0,0.02241
3461,K0AI90_spike_in__0001_from_ZNC03S_label_CRC_replicate_2,CRC,0.1,0.02538
3462,K0AI90_spike_in__005_from_ZNC03S_label_CRC_replicate_0,CRC,5.0,0.03212
3463,K0AI90_spike_in__0001_from_pool_CRC_label_CRC_replicate_1,CRC,0.1,0.02558
3464,K0AI90_spike_in__0005_from_ZNC04S_label_CRC_replicate_0,CRC,0.5,0.02461
3465,K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_2,CRC,1.0,0.02311
3466,K0AI90_spike_in__0001_from_ZNC03S_label_CRC_replicate_1,CRC,0.1,0.02536
3467,K0AI90_spike_in__0001_from_pool_CRC_label_CRC_replicate_0,CRC,0.1,0.02548
3468,K0AI90_spike_in__005_from_ZNC03S_label_CRC_replicate_2,CRC,5.0,0.03137
3469,K0AI90_spike_in__0005_from_ZNC04S_label_CRC_replicate_1,CRC,0.5,0.02452
3470,K0AI90_spike_in__0001_from_ZNC03S_label_CRC_replicate_0,CRC,0.1,0.02541
3471,K0AI90_spike_in__05_from_ZNC19S_label_CRC_replicate_0,CRC,50.0,0.3013
3472,K0AI90_spike_in__005_from_ZNC05S_label_CRC_replicate_1,CRC,5.0,0.02807
3473,K0AI90_spike_in__05_from_ZNC19S_label_CRC_replicate_1,CRC,50.0,0.3035
3474,K0AI90_spike_in__005_from_ZNC05S_label_CRC_replicate_0,CRC,5.0,0.02832
3475,K0AI90_spike_in__0001_from_ZNC05S_label_CRC_replicate_2,CRC,0.1,0.02545
3476,K0AI90_spike_in__05_from_ZNC19S_label_CRC_replicate_2,CRC,50.0,0.3022
3477,K0AI90_spike_in__0001_from_ZNC05S_label_CRC_replicate_1,CRC,0.1,0.02546
3478,K0AI90_spike_in__0001_from_ZNC05S_label_CRC_replicate_0,CRC,0.1,0.02545
3479,K0AI90_spike_in__005_from_ZNC05S_label_CRC_replicate_2,CRC,5.0,0.02853
3480,K0AI90_spike_in__05_from_pool_CRC_label_CRC_replicate_2,CRC,50.0,0.06533
3481,K0AI90_spike_in__01_from_ZNC04S_label_CRC_replicate_2,CRC,10.0,0.03572
3482,K0AI90_spike_in__0001_from_ZNC01S_label_CRC_replicate_1,CRC,0.1,0.02556
3483,K0AI90_spike_in__005_from_pool_CRC_label_CRC_replicate_2,CRC,5.0,0.02834
3484,K0AI90_spike_in__005_from_ZNC01S_label_CRC_replicate_2,CRC,5.0,0.02342
3485,K0AI90_spike_in__05_from_ZNC03S_label_CRC_replicate_2,CRC,50.0,0.03888
3486,K0AI90_spike_in__0001_from_ZNC01S_label_CRC_replicate_0,CRC,0.1,0.02548
3487,K0AI90_spike_in__005_from_pool_CRC_label_CRC_replicate_1,CRC,5.0,0.02733
3488,K0AI90_spike_in__01_from_ZNC04S_label_CRC_replicate_0,CRC,10.0,0.03643
3489,K0AI90_spike_in__05_from_ZNC03S_label_CRC_replicate_1,CRC,50.0,0.04736
3490,K0AI90_spike_in__005_from_ZNC01S_label_CRC_replicate_1,CRC,5.0,0.02479
3491,K0AI90_spike_in__05_from_pool_CRC_label_CRC_replicate_0,CRC,50.0,0.06712
3492,K0AI90_spike_in__005_from_pool_CRC_label_CRC_replicate_0,CRC,5.0,0.02791
3493,K0AI90_spike_in__01_from_ZNC04S_label_CRC_replicate_1,CRC,10.0,0.03439
3494,K0AI90_spike_in__0001_from_ZNC01S_label_CRC_replicate_2,CRC,0.1,0.02548
3495,K0AI90_spike_in__005_from_ZNC01S_label_CRC_replicate_0,CRC,5.0,0.02533
3496,K0AI90_spike_in__05_from_pool_CRC_label_CRC_replicate_1,CRC,50.0,0.06717
3497,K0AI90_spike_in__05_from_ZNC03S_label_CRC_replicate_0,CRC,50.0,0.0469
3498,K0AI90_spike_in__001_from_ZNC19S_label_CRC_replicate_2,CRC,1.0,0.02523
3499,K0AI90_spike_in__0005_from_ZNC19S_label_CRC_replicate_0,CRC,0.5,0.02532
3500,K0AI90_spike_in__0005_from_ZNC19S_label_CRC_replicate_1,CRC,0.5,0.02487
3501,K0AI90_spike_in__01_from_ZNC05S_label_CRC_replicate_2,CRC,10.0,0.03317
3502,K0AI90_spike_in__0005_from_ZNC19S_label_CRC_replicate_2,CRC,0.5,0.02486
3503,K0AI90_spike_in__001_from_ZNC19S_label_CRC_replicate_0,CRC,1.0,0.02509
3504,K0AI90_spike_in__01_from_ZNC05S_label_CRC_replicate_1,CRC,10.0,0.03109
3505,K0AI90_spike_in__001_from_ZNC19S_label_CRC_replicate_1,CRC,1.0,0.02514
3506,K0AI90_spike_in__01_from_ZNC05S_label_CRC_replicate_0,CRC,10.0,0.03142
3507,K0AI90_spike_in__0005_from_pool_CRC_label_CRC_replicate_2,CRC,0.5,0.02583
3508,K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_0,CRC,5.0,0.02611
3509,K0AI90_spike_in__001_from_ZNC03S_label_CRC_replicate_1,CRC,1.0,0.02607
3510,K0AI90_spike_in__01_from_ZNC01S_label_CRC_replicate_1,CRC,10.0,0.02458
3511,K0AI90_spike_in__0001_from_ZNC04S_label_CRC_replicate_2,CRC,0.1,0.02491
3512,K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_1,CRC,5.0,0.02196
3513,K0AI90_spike_in__0005_from_ZNC03S_label_CRC_replicate_2,CRC,0.5,0.02501
3514,K0AI90_spike_in__01_from_ZNC01S_label_CRC_replicate_0,CRC,10.0,0.02534
3515,K0AI90_spike_in__001_from_ZNC03S_label_CRC_replicate_0,CRC,1.0,0.02633
3516,K0AI90_spike_in__0005_from_pool_CRC_label_CRC_replicate_0,CRC,0.5,0.02547
3517,K0AI90_spike_in__0001_from_ZNC04S_label_CRC_replicate_0,CRC,0.1,0.02543
3518,K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_2,CRC,5.0,0.02629
3519,K0AI90_spike_in__0005_from_ZNC03S_label_CRC_replicate_1,CRC,0.5,0.02533
3520,K0AI90_spike_in__0005_from_pool_CRC_label_CRC_replicate_1,CRC,0.5,0.02513
3521,K0AI90_spike_in__01_from_ZNC01S_label_CRC_replicate_2,CRC,10.0,0.02573
3522,K0AI90_spike_in__001_from_ZNC03S_label_CRC_replicate_2,CRC,1.0,0.02595
3523,K0AI90_spike_in__0001_from_ZNC04S_label_CRC_replicate_1,CRC,0.1,0.0249
3524,K0AI90_spike_in__0005_from_ZNC03S_label_CRC_replicate_0,CRC,0.5,0.02547
3525,K4AC16_spike_in__001_from_ZNC05S_label_CRC_replicate_0,CRC,1.0,0.0252
3526,K4AC16_spike_in__0005_from_ZNC01S_label_CRC_replicate_0,CRC,0.5,0.02396
3527,K4AC16_spike_in__01_from_pool_CRC_label_CRC_replicate_2,CRC,10.0,0.03377
3528,K4AC16_spike_in__01_from_ZNC19S_label_CRC_replicate_0,CRC,10.0,0.05139
3529,K4AC16_spike_in__0005_from_pool_CRC_label_CRC_replicate_2,CRC,0.5,0.02394
3530,K4AC16_spike_in__08_from_pool_CRC_label_CRC_replicate_2,CRC,80.0,0.09362
3531,K4AC16_spike_in__0005_from_ZNC01S_label_CRC_replicate_1,CRC,0.5,0.02383
3532,K4AC16_spike_in__001_from_ZNC05S_label_CRC_replicate_1,CRC,1.0,0.0243
3533,K4AC16_spike_in__01_from_ZNC19S_label_CRC_replicate_1,CRC,10.0,0.05197
3534,K4AC16_spike_in__0005_from_ZNC01S_label_CRC_replicate_2,CRC,0.5,0.02404
3535,K4AC16_spike_in__01_from_pool_CRC_label_CRC_replicate_0,CRC,10.0,0.03259
3536,K4AC16_spike_in__001_from_ZNC05S_label_CRC_replicate_2,CRC,1.0,0.02526
3537,K4AC16_spike_in__08_from_pool_CRC_label_CRC_replicate_1,CRC,80.0,0.09289
3538,K4AC16_spike_in__0005_from_pool_CRC_label_CRC_replicate_0,CRC,0.5,0.02391
3539,K4AC16_spike_in__01_from_ZNC19S_label_CRC_replicate_2,CRC,10.0,0.0527
3540,K4AC16_spike_in__01_from_pool_CRC_label_CRC_replicate_1,CRC,10.0,0.03462
3541,K4AC16_spike_in__08_from_pool_CRC_label_CRC_replicate_0,CRC,80.0,0.09126
3542,K4AC16_spike_in__0005_from_pool_CRC_label_CRC_replicate_1,CRC,0.5,0.02423
3543,K4AC16_spike_in__0005_from_ZNC05S_label_CRC_replicate_2,CRC,0.5,0.02449
3544,K4AC16_spike_in__001_from_pool_CRC_label_CRC_replicate_0,CRC,1.0,0.02384
3545,K4AC16_spike_in__001_from_ZNC01S_label_CRC_replicate_2,CRC,1.0,0.02419
3546,K4AC16_spike_in__01_from_ZNC03S_label_CRC_replicate_2,CRC,10.0,0.0518
3547,K4AC16_spike_in__001_from_pool_CRC_label_CRC_replicate_1,CRC,1.0,0.02414
3548,K4AC16_spike_in__001_from_ZNC01S_label_CRC_replicate_0,CRC,1.0,0.0241
3549,K4AC16_spike_in__001_from_pool_CRC_label_CRC_replicate_2,CRC,1.0,0.02424
3550,K4AC16_spike_in__0005_from_ZNC05S_label_CRC_replicate_0,CRC,0.5,0.02431
3551,K4AC16_spike_in__01_from_ZNC03S_label_CRC_replicate_1,CRC,10.0,0.04792
3552,K4AC16_spike_in__0005_from_ZNC05S_label_CRC_replicate_1,CRC,0.5,0.02392
3553,K4AC16_spike_in__001_from_ZNC01S_label_CRC_replicate_1,CRC,1.0,0.02399
3554,K4AC16_spike_in__01_from_ZNC03S_label_CRC_replicate_0,CRC,10.0,0.04779
3555,K4AC16_spike_in__0001_from_ZNC03S_label_CRC_replicate_2,CRC,0.1,0.02396
3556,K4AC16_spike_in__0005_from_ZNC04S_label_CRC_replicate_2,CRC,0.5,0.02408
3557,K4AC16_spike_in__005_from_ZNC19S_label_CRC_replicate_2,CRC,5.0,0.03308
3558,K4AC16_spike_in__0005_from_ZNC04S_label_CRC_replicate_1,CRC,0.5,0.02371
3559,K4AC16_spike_in__0001_from_ZNC03S_label_CRC_replicate_0,CRC,0.1,0.02395
3560,K4AC16_spike_in__005_from_ZNC19S_label_CRC_replicate_1,CRC,5.0,0.03
3561,K4AC16_spike_in__0005_from_ZNC04S_label_CRC_replicate_0,CRC,0.5,0.02399
3562,K4AC16_spike_in__0001_from_ZNC03S_label_CRC_replicate_1,CRC,0.1,0.02389
3563,K4AC16_spike_in__005_from_ZNC19S_label_CRC_replicate_0,CRC,5.0,0.03829
3564,K4AC16_spike_in__005_from_ZNC03S_label_CRC_replicate_0,CRC,5.0,0.03607
3565,K4AC16_spike_in__001_from_ZNC04S_label_CRC_replicate_1,CRC,1.0,0.02385
3566,K4AC16_spike_in__0001_from_ZNC19S_label_CRC_replicate_1,CRC,0.1,0.02425
3567,K4AC16_spike_in__005_from_ZNC03S_label_CRC_replicate_1,CRC,5.0,0.03665
3568,K4AC16_spike_in__001_from_ZNC04S_label_CRC_replicate_0,CRC,1.0,0.02359
3569,K4AC16_spike_in__0001_from_ZNC19S_label_CRC_replicate_0,CRC,0.1,0.02399
3570,K4AC16_spike_in__005_from_ZNC03S_label_CRC_replicate_2,CRC,5.0,0.03911
3571,K4AC16_spike_in__001_from_ZNC04S_label_CRC_replicate_2,CRC,1.0,0.024
3572,K4AC16_spike_in__0001_from_ZNC19S_label_CRC_replicate_2,CRC,0.1,0.02408
3573,K4AC16_spike_in__005_from_ZNC05S_label_CRC_replicate_0,CRC,5.0,0.02761
3574,K4AC16_spike_in__0001_from_ZNC01S_label_CRC_replicate_0,CRC,0.1,0.02395
3575,K4AC16_spike_in__05_from_pool_CRC_label_CRC_replicate_2,CRC,50.0,0.06732
3576,K4AC16_spike_in__0001_from_ZNC01S_label_CRC_replicate_1,CRC,0.1,0.02379
3577,K4AC16_spike_in__005_from_ZNC05S_label_CRC_replicate_1,CRC,5.0,0.02841
3578,K4AC16_spike_in__0001_from_pool_CRC_label_CRC_replicate_2,CRC,0.1,0.02411
3579,K4AC16_spike_in__0001_from_ZNC01S_label_CRC_replicate_2,CRC,0.1,0.02413
3580,K4AC16_spike_in__005_from_ZNC05S_label_CRC_replicate_2,CRC,5.0,0.02616
3581,K4AC16_spike_in__05_from_pool_CRC_label_CRC_replicate_1,CRC,50.0,0.06908
3582,K4AC16_spike_in__0001_from_pool_CRC_label_CRC_replicate_1,CRC,0.1,0.02392
3583,K4AC16_spike_in__05_from_pool_CRC_label_CRC_replicate_0,CRC,50.0,0.06406
3584,K4AC16_spike_in__0001_from_pool_CRC_label_CRC_replicate_0,CRC,0.1,0.02393
3585,K4AC16_spike_in__005_from_pool_CRC_label_CRC_replicate_1,CRC,5.0,0.02825
3586,K4AC16_spike_in__01_from_ZNC04S_label_CRC_replicate_2,CRC,10.0,0.03771
3587,K4AC16_spike_in__0001_from_ZNC05S_label_CRC_replicate_2,CRC,0.1,0.02391
3588,K4AC16_spike_in__005_from_ZNC01S_label_CRC_replicate_2,CRC,5.0,0.02408
3589,K4AC16_spike_in__005_from_pool_CRC_label_CRC_replicate_0,CRC,5.0,0.02624
3590,K4AC16_spike_in__005_from_ZNC01S_label_CRC_replicate_0,CRC,5.0,0.02402
3591,K4AC16_spike_in__01_from_ZNC04S_label_CRC_replicate_0,CRC,10.0,0.03717
3592,K4AC16_spike_in__0001_from_ZNC05S_label_CRC_replicate_0,CRC,0.1,0.02397
3593,K4AC16_spike_in__0001_from_ZNC05S_label_CRC_replicate_1,CRC,0.1,0.02406
3594,K4AC16_spike_in__01_from_ZNC04S_label_CRC_replicate_1,CRC,10.0,0.03494
3595,K4AC16_spike_in__005_from_ZNC01S_label_CRC_replicate_1,CRC,5.0,0.02257
3596,K4AC16_spike_in__005_from_pool_CRC_label_CRC_replicate_2,CRC,5.0,0.02784
3597,K4AC16_spike_in__0005_from_ZNC03S_label_CRC_replicate_2,CRC,0.5,0.02395
3598,K4AC16_spike_in__01_from_ZNC05S_label_CRC_replicate_2,CRC,10.0,0.03399
3599,K4AC16_spike_in__0001_from_ZNC04S_label_CRC_replicate_2,CRC,0.1,0.02398
3600,K4AC16_spike_in__001_from_ZNC19S_label_CRC_replicate_2,CRC,1.0,0.0248
3601,K4AC16_spike_in__0001_from_ZNC04S_label_CRC_replicate_1,CRC,0.1,0.02381
3602,K4AC16_spike_in__01_from_ZNC05S_label_CRC_replicate_1,CRC,10.0,0.03104
3603,K4AC16_spike_in__0005_from_ZNC03S_label_CRC_replicate_0,CRC,0.5,0.02359
3604,K4AC16_spike_in__001_from_ZNC19S_label_CRC_replicate_1,CRC,1.0,0.02434
3605,K4AC16_spike_in__01_from_ZNC05S_label_CRC_replicate_0,CRC,10.0,0.03804
3606,K4AC16_spike_in__0001_from_ZNC04S_label_CRC_replicate_0,CRC,0.1,0.02401
3607,K4AC16_spike_in__0005_from_ZNC03S_label_CRC_replicate_1,CRC,0.5,0.02417
3608,K4AC16_spike_in__001_from_ZNC19S_label_CRC_replicate_0,CRC,1.0,0.02411
3609,K4AC16_spike_in__001_from_ZNC03S_label_CRC_replicate_0,CRC,1.0,0.02273
3610,K4AC16_spike_in__01_from_ZNC01S_label_CRC_replicate_1,CRC,10.0,0.02155
3611,K4AC16_spike_in__005_from_ZNC04S_label_CRC_replicate_1,CRC,5.0,0.02653
3612,K4AC16_spike_in__0005_from_ZNC19S_label_CRC_replicate_1,CRC,0.5,0.02443
3613,K4AC16_spike_in__001_from_ZNC03S_label_CRC_replicate_1,CRC,1.0,0.02357
3614,K4AC16_spike_in__005_from_ZNC04S_label_CRC_replicate_0,CRC,5.0,0.02539
3615,K4AC16_spike_in__01_from_ZNC01S_label_CRC_replicate_0,CRC,10.0,0.02253
3616,K4AC16_spike_in__0005_from_ZNC19S_label_CRC_replicate_0,CRC,0.5,0.02416
3617,K4AC16_spike_in__001_from_ZNC03S_label_CRC_replicate_2,CRC,1.0,0.02324
3618,K4AC16_spike_in__01_from_ZNC01S_label_CRC_replicate_2,CRC,10.0,0.02365
3619,K4AC16_spike_in__005_from_ZNC04S_label_CRC_replicate_2,CRC,5.0,0.02497
3620,K4AC16_spike_in__0005_from_ZNC19S_label_CRC_replicate_2,CRC,0.5,0.02404
3621,K0038_spike_in__01_from_ZMG059S_label_Gastric_replicate_1,Gastric,10.0,0.02777
3622,K0038_spike_in__01_from_pool_Gastric_label_Gastric_replicate_1,Gastric,10.0,0.02834
3623,K0038_spike_in__0001_from_pool_Gastric_label_Gastric_replicate_2,Gastric,0.1,0.02786
3624,K0038_spike_in__01_from_pool_Gastric_label_Gastric_replicate_0,Gastric,10.0,0.03167
3625,K0038_spike_in__01_from_ZMG059S_label_Gastric_replicate_0,Gastric,10.0,0.02788
3626,K0038_spike_in__0001_from_pool_Gastric_label_Gastric_replicate_1,Gastric,0.1,0.02684
3627,K0038_spike_in__0001_from_pool_Gastric_label_Gastric_replicate_0,Gastric,0.1,0.02829
3628,K0038_spike_in__01_from_pool_Gastric_label_Gastric_replicate_2,Gastric,10.0,0.02849
